Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,height_inches,match_name,match_year,pfr_player_id,gsis_id,w_av,probowls,allpro,hof,age,college,team,college_index,college_match_score,college_match_reason,player,team_college,position,cfbd_career_defensive_pd,cfbd_career_defensive_qb_hur,cfbd_career_defensive_sacks,cfbd_career_defensive_solo,cfbd_career_defensive_td,cfbd_career_defensive_tfl,cfbd_career_defensive_tot,cfbd_career_fumbles_fum,cfbd_career_fumbles_lost,cfbd_career_fumbles_rec,cfbd_career_interceptions_avg,cfbd_career_interceptions_int,cfbd_career_interceptions_td,cfbd_career_interceptions_yds,cfbd_career_kicking_fga,cfbd_career_kicking_fgm,cfbd_career_kicking_long,cfbd_career_kicking_pct,cfbd_career_kicking_pts,cfbd_career_kicking_xpa,cfbd_career_kicking_xpm,cfbd_career_kickreturns_avg,cfbd_career_kickreturns_long,cfbd_career_kickreturns_no,cfbd_career_kickreturns_td,cfbd_career_kickreturns_yds,cfbd_career_passing_att,cfbd_career_passing_completions,cfbd_career_passing_int,cfbd_career_passing_pct,cfbd_career_passing_td,cfbd_career_passing_yds,cfbd_career_passing_ypa,cfbd_career_punting_in_20,cfbd_career_punting_long,cfbd_career_punting_no,cfbd_career_punting_tb,cfbd_career_punting_yds,cfbd_career_punting_ypp,cfbd_career_puntreturns_avg,cfbd_career_puntreturns_long,cfbd_career_puntreturns_no,cfbd_career_puntreturns_td,cfbd_career_puntreturns_yds,cfbd_career_receiving_long,cfbd_career_receiving_rec,cfbd_career_receiving_td,cfbd_career_receiving_yds,cfbd_career_receiving_ypr,cfbd_career_rushing_car,cfbd_career_rushing_long,cfbd_career_rushing_td,cfbd_career_rushing_yds,cfbd_career_rushing_ypc,cfbd_seasons_played,cfbd_final_year,cfbd_final_defensive_pd,cfbd_final_defensive_qb_hur,cfbd_final_defensive_sacks,cfbd_final_defensive_solo,cfbd_final_defensive_td,cfbd_final_defensive_tfl,cfbd_final_defensive_tot,cfbd_final_fumbles_fum,cfbd_final_fumbles_lost,cfbd_final_fumbles_rec,cfbd_final_interceptions_avg,cfbd_final_interceptions_int,cfbd_final_interceptions_td,cfbd_final_interceptions_yds,cfbd_final_kicking_fga,cfbd_final_kicking_fgm,cfbd_final_kicking_long,cfbd_final_kicking_pct,cfbd_final_kicking_pts,cfbd_final_kicking_xpa,cfbd_final_kicking_xpm,cfbd_final_kickreturns_avg,cfbd_final_kickreturns_long,cfbd_final_kickreturns_no,cfbd_final_kickreturns_td,cfbd_final_kickreturns_yds,cfbd_final_passing_att,cfbd_final_passing_completions,cfbd_final_passing_int,cfbd_final_passing_pct,cfbd_final_passing_td,cfbd_final_passing_yds,cfbd_final_passing_ypa,cfbd_final_punting_in_20,cfbd_final_punting_long,cfbd_final_punting_no,cfbd_final_punting_tb,cfbd_final_punting_yds,cfbd_final_punting_ypp,cfbd_final_puntreturns_avg,cfbd_final_puntreturns_long,cfbd_final_puntreturns_no,cfbd_final_puntreturns_td,cfbd_final_puntreturns_yds,cfbd_final_receiving_long,cfbd_final_receiving_rec,cfbd_final_receiving_td,cfbd_final_receiving_yds,cfbd_final_receiving_ypr,cfbd_final_rushing_car,cfbd_final_rushing_long,cfbd_final_rushing_td,cfbd_final_rushing_yds,cfbd_final_rushing_ypc,cfbd_final_conference,cfbd_team_talent
2012,Beau Reliford,TE,Florida State,6-5,256.0,4.84,,,,,,False,,,77.0,beau reliford,2012,,,,,,,,,,1578.0,12.5,"exact_name,school,position,final_season",Beau Reliford,Florida State,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,36.0,3.0,376.0,38.7,,,,,,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,7.0,0.0,69.0,9.9,,,,,,ACC,
2012,Trent Richardson,RB,Alabama,5-9,228.0,4.48,,,,,,True,1.0,3.0,69.0,trent richardson,2012,RichTr00,00-0029675,17.0,0.0,0.0,False,22.0,Alabama,CLE,20601.0,12.5,"exact_name,school,position,final_season",Trent Richardson,Alabama,RB,,,,,,,,,,,,,,,,,,,,,,67.4,135.0,29.0,1.0,720.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,163.0,68.0,7.0,730.0,31.2,540.0,193.0,35.0,3130.0,17.4,3.0,2011.0,,,,,,,,,,,,,,,,,,,,,,22.0,24.0,3.0,0.0,66.0,,,,,,,,,,,,,,,,,,,61.0,29.0,3.0,338.0,11.7,283.0,76.0,21.0,1679.0,5.9,SEC,
2012,Gerell Robinson,WR,Arizona State,6-3,227.0,4.54,35.5,,113.0,,4.15,False,,,75.0,gerell robinson,2012,,,,,,,,,,8173.0,12.5,"exact_name,school,position,final_season",Gerell Robinson,Arizona State,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,135.0,12.0,2071.0,50.1,,,,,,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,77.0,7.0,1397.0,18.1,,,,,,Pac-12,
2012,James Rodgers,WR,Oregon State,5-7,184.0,4.61,37.0,19.0,115.0,,4.23,False,,,67.0,james rodgers,2012,,,,,,,,,,10102.0,12.5,"exact_name,school,position,final_season",James Rodgers,Oregon State,WR,,,,,,,,,,,,,,,,,,,,,,52.0,147.0,48.0,0.0,1184.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19.799999999999997,87.0,30.0,1.0,261.0,251.0,222.0,19.0,2578.0,59.0,173.0,167.0,9.0,1410.0,37.4,5.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,31.0,45.0,3.0,514.0,11.4,11.0,19.0,0.0,75.0,6.8,Pac-12,
2012,Evan Rodriguez,FB,Temple,6-1,239.0,4.53,36.0,18.0,119.0,6.94,4.28,True,4.0,111.0,73.0,evan rodriguez,2012,RodrEv00,00-0029276,0.0,0.0,0.0,False,23.0,Temple,CHI,7733.0,10.5,"exact_name,school,final_season",Evan Rodriguez,Temple,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,68.0,7.0,868.0,37.0,1.0,1.0,0.0,1.0,1.0,3.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,34.0,2.0,476.0,14.0,,,,,,Mid-American,
2012,Mohamed Sanu,WR,Rutgers,6-1,211.0,4.62,36.0,19.0,126.0,6.88,4.22,True,3.0,83.0,73.0,mohamed sanu,2012,SanuMo00,00-0029632,41.0,0.0,0.0,False,23.0,Rutgers,CIN,16186.0,12.5,"exact_name,school,position,final_season",Mohamed Sanu,Rutgers,WR,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,6.0,14.0,2.0,0.0,12.0,18.0,8.0,0.0,1.31,4.0,207.0,27.7,0.0,34.0,2.0,0.0,67.0,33.5,3.5,31.0,70.0,0.0,121.0,123.0,210.0,12.0,2263.0,32.5,125.0,133.0,9.0,653.0,10.3,3.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.5,0.0,9.0,4.5,,,,,,,1.8,18.0,31.0,0.0,55.0,32.0,115.0,7.0,1206.0,10.5,4.0,8.0,0.0,-2.0,-0.5,Big East,
2012,Darrell Scott,RB,South Florida,6-0,231.0,4.68,31.5,,,,,False,,,72.0,darrell scott,2012,,,,,,,,,,5525.0,12.5,"exact_name,school,position,final_season",Darrell Scott,South Florida,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,15.0,1.0,169.0,11.3,153.0,56.0,5.0,814.0,5.3,1.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,15.0,1.0,169.0,11.3,153.0,56.0,5.0,814.0,5.3,Big East,
2012,Tommy Streeter,WR,Miami (FL),6-5,219.0,4.37,33.0,17.0,125.0,7.08,,True,6.0,198.0,77.0,tommy streeter,2012,StreTo00,00-0029300,0.0,0.0,0.0,False,22.0,Miami (FL),BAL,20307.0,9.5,"exact_name,position,final_season",Tommy Streeter,Miami,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,52.0,9.0,967.0,82.4,,,,,,3.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,46.0,8.0,811.0,17.6,,,,,,ACC,
2012,Ryan Tannehill,QB,Texas A&M,6-4,221.0,4.65,,,,,,True,1.0,8.0,76.0,ryan tannehill,2012,TannRy00,00-0029701,91.0,1.0,0.0,False,24.0,Texas A&M,MIA,18550.0,12.5,"exact_name,school,position,final_season",Ryan Tannehill,Texas A&M,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0,484.0,21.0,2.766,42.0,5450.0,29.6,0.0,33.0,3.0,0.0,75.0,25.0,,,,,,151.0,112.0,10.0,1596.0,41.5,115.0,119.0,5.0,369.0,1.5,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0,327.0,15.0,0.616,29.0,3744.0,7.1,,,,,,,,,,,,,,,,,58.0,65.0,4.0,306.0,5.3,Big 12,
2012,Darron Thomas,QB,Oregon,6-3,220.0,4.77,36.0,14.0,121.0,7.17,4.28,False,,,75.0,darron thomas,2012,,,,,,,,,,5576.0,12.5,"exact_name,school,position,final_season",Darron Thomas,Oregon,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,733.0,449.0,17.0,1.722,66.0,5910.0,24.2,,,,,,,,,,,,8.0,2.0,0.0,4.0,4.0,163.0,87.0,9.0,715.0,10.899999999999999,3.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,211.0,7.0,0.622,33.0,2761.0,8.1,,,,,,,,,,,,8.0,1.0,0.0,8.0,8.0,56.0,40.0,3.0,206.0,3.7,Pac-12,
2012,Nick Toon,WR,Wisconsin,6-2,215.0,4.49,37.5,18.0,,,,True,4.0,122.0,74.0,nick toon,2012,ToonNi00,00-0029667,3.0,0.0,0.0,False,23.0,Wisconsin,NOR,16693.0,12.5,"exact_name,school,position,final_season",Nick Toon,Wisconsin,WR,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,161.0,171.0,18.0,2447.0,57.3,6.0,21.0,0.0,34.0,11.0,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,64.0,10.0,926.0,14.5,,,,,,Big Ten,
2012,Robert Turbin,RB,Utah State,5-10,222.0,4.42,36.0,28.0,122.0,7.16,4.31,True,4.0,106.0,70.0,robert turbin,2012,TurbRo00,00-0029273,16.0,0.0,0.0,False,22.0,Utah St.,SEA,18115.0,12.5,"exact_name,school,position,final_season",Robert Turbin,Utah State,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,67.0,11.0,845.0,36.8,565.0,237.0,40.0,3315.0,22.7,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,17.0,4.0,171.0,10.1,249.0,80.0,19.0,1517.0,6.1,Western Athletic,
2012,Marc Tyler,RB,USC,5-11,219.0,4.7,30.5,19.0,110.0,,,False,,,71.0,marc tyler,2012,,,,,,,,,,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Brandon Weeden,QB,Oklahoma State,6-3,221.0,4.89,,,,,,True,1.0,22.0,75.0,brandon weeden,2012,WeedBr00,00-0029677,13.0,0.0,0.0,False,28.0,Oklahoma St.,CLE,2211.0,12.5,"exact_name,school,position,final_season",Brandon Weeden,Oklahoma State,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.0,766.0,27.0,2.35,75.0,9260.0,29.8,,,,,,,,,,,,,,,,,39.0,45.0,1.0,-150.0,-3.5,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,564.0,408.0,13.0,0.723,37.0,4727.0,8.4,,,,,,,,,,,,,,,,,17.0,11.0,1.0,-102.0,-6.0,Big 12,
2012,Jordan White,WR,West. Michigan,6-0,208.0,4.63,35.0,14.0,119.0,6.84,4.13,True,7.0,244.0,72.0,jordan white,2012,WhitJo02,00-0029642,0.0,0.0,0.0,False,24.0,Western Michigan,NYJ,11984.0,12.5,"exact_name,school,position,final_season",Jordan White,Western Michigan,WR,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,17.8,126.0,80.0,0.0,427.0,239.0,294.0,32.0,4068.0,52.9,4.0,46.0,0.0,56.0,36.7,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9.8,64.0,21.0,0.0,206.0,61.0,128.0,17.0,1792.0,14.0,1.0,27.0,0.0,27.0,27.0,Mid-American,
2012,Fozzy Whittaker,RB,Texas,5-9,193.0,4.49,,20.0,,,,False,,,69.0,fozzy whittaker,2012,,,,,,,,,,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,David Wilson,RB,Virginia Tech,5-10,206.0,4.38,41.0,,132.0,7.09,4.12,True,1.0,32.0,70.0,david wilson,2012,WilsDa01,00-0029251,5.0,0.0,0.0,False,21.0,Virginia Tech,NYG,,6.0,low_confidence:exact_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Russell Wilson,QB,Wisconsin,5-11,204.0,4.53,34.0,,118.0,6.97,4.09,True,3.0,75.0,71.0,russell wilson,2012,WilsRu00,00-0029263,140.0,10.0,0.0,False,23.0,Wisconsin,SEA,18376.0,12.5,"exact_name,school,position,final_season",Russell Wilson,Wisconsin,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,225.0,4.0,0.728,33.0,3175.0,10.3,,,,,,,,,,,,32.0,3.0,1.0,56.0,18.7,79.0,46.0,6.0,338.0,4.3,1.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,225.0,4.0,0.728,33.0,3175.0,10.3,,,,,,,,,,,,32.0,3.0,1.0,56.0,18.7,79.0,46.0,6.0,338.0,4.3,Big Ten,
2012,Patrick Witt,QB,Yale,6-3,225.0,5.06,31.5,,101.0,7.14,4.37,False,,,75.0,patrick witt,2012,,,,,,,,,,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Jarius Wright,WR,Arkansas,5-10,182.0,4.39,38.0,11.0,120.0,6.93,4.03,True,4.0,118.0,70.0,jarius wright,2012,WrigJa02,00-0029572,24.0,0.0,0.0,False,22.0,Arkansas,MIN,10318.0,12.5,"exact_name,school,position,final_season",Jarius Wright,Arkansas,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.800000000000001,32.0,16.0,0.0,47.0,285.0,168.0,24.0,2934.0,70.6,2.0,10.0,0.0,10.0,10.0,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,66.0,12.0,1117.0,16.9,,,,,,SEC,
2012,Kendall Wright,WR,Baylor,5-10,196.0,4.49,38.5,,121.0,6.93,4.18,True,1.0,20.0,70.0,kendall wright,2012,WrigKe01,00-0029708,28.0,0.0,0.0,False,22.0,Baylor,TEN,13215.0,12.5,"exact_name,school,position,final_season",Kendall Wright,Baylor,WR,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1.0,0.0,8.0,12.0,4.0,2.0,1.667,2.0,114.0,47.8,,,,,,,8.7,22.0,8.0,0.0,42.0,263.0,302.0,30.0,4004.0,51.8,75.0,106.0,2.0,425.0,24.3,4.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.667,1.0,55.0,18.3,,,,,,,6.2,19.0,6.0,0.0,37.0,87.0,108.0,14.0,1663.0,15.4,10.0,19.0,0.0,72.0,7.2,Big 12,
2012,Devon Wylie,WR,Fresno State,5-9,187.0,4.36,39.0,17.0,123.0,,,True,4.0,107.0,69.0,devon wylie,2012,WyliDe00,00-0029274,0.0,0.0,0.0,False,24.0,Fresno St.,KAN,6610.0,12.5,"exact_name,school,position,final_season",Devon Wylie,Fresno State,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,113.0,54.0,2.0,553.0,260.0,98.0,8.0,1327.0,103.7,18.0,60.0,0.0,118.0,27.6,5.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,79.0,40.0,2.0,446.0,71.0,56.0,1.0,716.0,12.8,8.0,17.0,0.0,48.0,6.0,Western Athletic,
2013,Keenan Allen,WR,California,6-2,206.0,4.58,,,,,,True,3.0,76.0,74.0,keenan allen,2013,AlleKe00,00-0030279,80.0,6.0,0.0,False,21.0,California,SDG,13029.0,12.5,"exact_name,school,position,final_season",Keenan Allen,California,WR,,,,,,,,,,,,,,,,,,,,,,22.6,61.0,18.0,0.0,406.0,3.0,3.0,0.0,3.0,1.0,52.0,52.0,,,,,,,22.400000000000002,89.0,24.0,1.0,252.0,207.0,205.0,17.0,2570.0,36.5,30.0,103.0,2.0,230.0,26.7,3.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,8.0,8.0,,,,,,,13.3,69.0,16.0,1.0,212.0,69.0,61.0,6.0,737.0,12.1,3.0,39.0,1.0,39.0,13.0,Pac-12,
2013,C.J. Anderson,RB,California,5-8,224.0,4.6,32.0,17.0,119.0,7.15,4.12,False,,,68.0,c.j. anderson,2013,,,,,,,,,,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Tavon Austin,WR,West Virginia,5-8,174.0,4.34,32.0,14.0,120.0,,4.01,True,1.0,8.0,68.0,tavon austin,2013,AustTa00,00-0030525,26.0,0.0,0.0,False,23.0,West Virginia,STL,19748.0,12.5,"exact_name,school,position,final_season",Tavon Austin,West Virginia,WR,,,,,,,,,,,,,,,,,,,,,,95.0,348.0,98.0,4.0,2407.0,,,,,,,,,,,,,,19.1,140.0,48.0,1.0,433.0,276.0,288.0,29.0,3413.0,46.7,109.0,219.0,6.0,1031.0,38.7,4.0,2012.0,,,,,,,,,,,,,,,,,,,,,,24.6,100.0,33.0,1.0,813.0,,,,,,,,,,,,,,11.0,76.0,15.0,1.0,165.0,75.0,114.0,12.0,1289.0,11.3,72.0,74.0,3.0,643.0,8.9,Big 12,
2013,Stedman Bailey,WR,West Virginia,5-10,193.0,4.52,34.5,11.0,117.0,6.81,4.09,True,3.0,92.0,70.0,stedman bailey,2013,BailSt01,00-0030532,7.0,0.0,0.0,False,22.0,West Virginia,STL,19271.0,12.5,"exact_name,school,position,final_season",Stedman Bailey,West Virginia,WR,,,,,,,,,,,,,,,,,,,,,,31.4,49.0,14.0,0.0,213.0,,,,,,,,,,,,,,,,,,,203.0,210.0,41.0,3218.0,45.2,2.0,13.0,0.0,13.0,6.5,3.0,2012.0,,,,,,,,,,,,,,,,,,,,,,14.6,23.0,10.0,0.0,146.0,,,,,,,,,,,,,,,,,,,87.0,114.0,25.0,1622.0,14.2,2.0,13.0,0.0,13.0,6.5,Big 12,
2013,Montee Ball,RB,Wisconsin,5-10,214.0,4.66,32.0,15.0,118.0,6.88,4.4,True,2.0,58.0,70.0,montee ball,2013,BallMo00,00-0030522,7.0,0.0,0.0,False,22.0,Wisconsin,DEN,16203.0,12.5,"exact_name,school,position,final_season",Montee Ball,Wisconsin,RB,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,1.0,0.0,15.0,2.0,2.0,0.0,1.0,1.0,57.0,28.5,,,,,,,,,,,,123.0,59.0,6.0,598.0,38.2,924.0,200.0,77.0,5140.0,21.5,4.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,10.0,0.0,72.0,7.2,356.0,67.0,22.0,1830.0,5.1,Big Ten,
2013,Matt Barkley,QB,USC,6-2,227.0,4.91,,,,,,True,4.0,98.0,74.0,matt barkley,2013,BarkMa00,00-0030533,5.0,0.0,0.0,False,22.0,USC,PHI,15353.0,12.5,"exact_name,school,position,final_season",Matt Barkley,USC,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.0,1001.0,48.0,2.552,116.0,12327.0,31.6,,,,,,,,,,,,,,,,,132.0,62.0,6.0,-113.0,-3.7,4.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,246.0,15.0,0.636,36.0,3273.0,8.5,,,,,,,,,,,,,,,,,25.0,11.0,0.0,-72.0,-2.9,Pac-12,
2013,Kenjon Barner,RB,Oregon,5-9,196.0,4.52,35.5,20.0,122.0,6.87,4.2,True,6.0,182.0,69.0,kenjon barner,2013,BarnKe00,00-0030465,4.0,0.0,0.0,False,24.0,Oregon,CAR,13258.0,12.5,"exact_name,school,position,final_season",Kenjon Barner,Oregon,RB,,,,,,,,,,,,,,,,,,,,,,59.5,165.0,61.0,1.0,1371.0,,,,,,,,,,,,,,13.8,119.0,40.0,1.0,263.0,175.0,54.0,7.0,591.0,40.400000000000006,582.0,253.0,41.0,3623.0,24.7,4.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,20.0,2.0,256.0,12.8,278.0,80.0,21.0,1767.0,6.4,Pac-12,
2013,Le'Veon Bell,RB,Michigan State,6-1,230.0,4.6,31.5,24.0,118.0,6.75,4.24,True,2.0,48.0,73.0,le'veon bell,2013,BellLe00,00-0030496,61.0,3.0,2.0,False,21.0,Michigan St.,PIT,14253.0,12.5,"exact_name,school,position,final_season",Le'Veon Bell,Michigan State,RB,,,,,,,,,,,,,,,,,,,,,,66.2,94.0,11.0,0.0,219.0,1.0,1.0,0.0,1.0,0.0,29.0,29.0,,,,,,,6.0,11.0,4.0,0.0,18.0,100.0,78.0,1.0,531.0,21.6,671.0,150.0,33.0,3346.0,15.600000000000001,3.0,2012.0,,,,,,,,,,,,,,,,,,,,,,11.5,31.0,4.0,0.0,46.0,1.0,1.0,0.0,1.0,0.0,29.0,29.0,,,,,,,6.0,11.0,3.0,0.0,18.0,20.0,32.0,1.0,167.0,5.2,382.0,40.0,12.0,1793.0,4.7,Big Ten,
2013,Giovani Bernard,RB,North Carolina,5-8,202.0,4.53,33.5,19.0,122.0,6.91,4.12,True,2.0,37.0,68.0,giovani bernard,2013,BernGi00,00-0030456,42.0,0.0,0.0,False,21.0,North Carolina,CIN,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Tommy Bohanon,FB,Wake Forest,6-1,246.0,4.88,35.0,36.0,119.0,7.27,4.42,True,7.0,215.0,73.0,tommy bohanon,2013,BohaTo00,00-0030112,1.0,0.0,0.0,False,22.0,Wake Forest,NYJ,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Alan Bonner,WR,Jacksonville State,5-10,193.0,4.59,33.0,14.0,117.0,,4.15,True,6.0,195.0,70.0,alan bonner,2013,BonnAl00,00-0030105,,0.0,0.0,False,22.0,Jacksonville St.,HOU,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Zach Boren,FB,Ohio State,5-11,238.0,5.0,32.0,25.0,109.0,7.28,4.44,False,,,71.0,zach boren,2013,,,,,,,,,,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Josh Boyce,WR,TCU,5-11,206.0,4.38,34.0,22.0,131.0,6.68,4.1,True,4.0,102.0,71.0,josh boyce,2013,BoycJo00,00-0030474,1.0,0.0,0.0,False,22.0,TCU,NWE,12090.0,12.5,"exact_name,school,position,final_season",Josh Boyce,TCU,WR,,,,,,,,,,,,,,,,,,,,,,31.0,57.0,3.0,0.0,93.0,,,,,,,,,,,,,,,,,,,261.0,161.0,22.0,2535.0,48.9,4.0,4.0,1.0,7.0,3.0,3.0,2012.0,,,,,,,,,,,,,,,,,,,,,,31.0,57.0,3.0,0.0,93.0,,,,,,,,,,,,,,,,,,,94.0,66.0,7.0,891.0,13.5,3.0,3.0,1.0,6.0,2.0,Big 12,
2013,Tyler Bray,QB,Tennessee,6-6,232.0,5.05,,,100.0,7.2,4.51,False,,,78.0,tyler bray,2013,,,,,,,,,,21036.0,12.5,"exact_name,school,position,final_season",Tyler Bray,Tennessee,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,922.0,540.0,28.0,1.7469999999999999,69.0,7444.0,24.3,0.0,41.0,3.0,0.0,102.0,34.0,,,,,,,,,,,61.0,29.0,1.0,-207.0,-10.2,3.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,268.0,12.0,0.594,34.0,3612.0,8.0,0.0,41.0,3.0,0.0,102.0,34.0,,,,,,,,,,,15.0,9.0,0.0,-34.0,-2.3,SEC,
2013,Marlon Brown,WR,Georgia,6-4,213.0,4.63,,,,,,False,,,76.0,marlon brown,2013,,,,,,,,,,,0.0,no_name_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
